Date,Home_Team,Away_Team,Competition,Rankings_Weight,Venue_Country
2025-11-15,Ireland,Australia,Autumn Nations Series 2025,0.0,Ireland
2025-11-15,France,Fiji,Autumn Nations Series 2025,0.0,France
2025-11-16,Uruguay,All Blacks XV,Men's Internationals 2025,0.0,France
2025-11-16,Ealing Trailfinders,Doncaster Knights,English Championship 2026,0.0,England
2025-11-16,Harlequins,Saracens,Premiership Rugby Cup 2026,0.0,England
2025-11-16,Scotland,Argentina,Autumn Nations Series 2025,0.0,Scotland
2025-11-16,RC Vannes,FC Grenoble,Pro D2 2026,0.0,France
2025-11-18,Namibia,Brazil,Men's Rugby World Cup Qualifying 2025,0.0,United Arab Emirates
2025-11-18,Samoa,Belgium,Men's Rugby World Cup Qualifying 2025,0.0,United Arab Emirates
2025-11-21,Leicester Tigers,Northampton Saints,Premiership Rugby Cup 2026,0.0,England
2025-11-21,Union Bordeaux-Begles,Section Paloise,Top 14 2026,0.0,France
2025-11-22,Georgia,Japan,Men's Internationals 2025,0.0,Georgia
2025-11-22,Lyon Olympique Universitaire,ASM Clermont Auvergne,Top 14 2026,0.0,France
2025-11-22,Saracens,Newcastle Red Bulls,Premiership Rugby Cup 2026,0.0,England
2025-11-22,Poland,Czechia,Rugby Europe Trophy 2026,0.0,Poland
2025-11-22,Bath Rugby,Sale Sharks,Premiership Rugby Cup 2026,0.0,England
2025-11-22,Exeter Chiefs,Bristol Bears,Premiership Rugby Cup 2026,0.0,England
2025-11-22,Romania,Uruguay,Men's Internationals 2025,0.0,Romania
2025-11-22,Wales,New Zealand,Autumn Nations Series 2025,0.0,Wales
2025-11-22,Racing 92,Aviron Bayonnais,Top 14 2026,0.0,France
2025-11-22,Stade Rochelais,Castres Olympique,Top 14 2026,0.0,France
2025-11-22,US Montauban,Stade Toulousain,Top 14 2026,0.0,France
2025-11-22,Portugal,Canada,Men's Internationals 2025,0.0,Portugal
2025-11-22,Spain,Fiji,Men's Internationals 2025,0.0,Spain
2025-11-22,USA Perpignan,Montpellier Herault Rugby Club,Top 14 2026,0.0,France
2025-11-22,Ireland,South Africa,Autumn Nations Series 2025,0.0,Ireland
2025-11-22,Albania,Greece,Men's Internationals 2025,0.0,Albania
2025-11-22,Italy,Chile,Autumn Nations Series 2025,0.0,Italy
2025-11-22,France,Australia,Autumn Nations Series 2025,0.0,France
2025-11-23,Scotland,Tonga,Autumn Nations Series 2025,0.0,Scotland
2025-11-23,England,Argentina,Autumn Nations Series 2025,0.0,England
2025-11-23,Stade Francais Paris,RC Toulonnais,Top 14 2026,0.0,France
2025-11-27,CA Brive,Colomiers,Pro D2 2026,0.0,France
2025-11-28,FC Grenoble,Biarritz Olympique,Pro D2 2026,0.0,France
2025-11-28,Oyonnax Rugby,Beziers,Pro D2 2026,0.0,France
2025-11-28,Provence Rugby,Carcassonne,Pro D2 2026,0.0,France
2025-11-28,Soyaux Angouleme,Aurillac,Pro D2 2026,0.0,France
2025-11-28,US Dax,Mont-de-Marsan,Pro D2 2026,0.0,France
2025-11-28,Valence Romans,USON Nevers,Pro D2 2026,0.0,France
2025-11-28,Newcastle Red Bulls,Leicester Tigers,English Premiership 2026,0.0,England
2025-11-28,Sale Sharks,Exeter Chiefs,English Premiership 2026,0.0,England
2025-11-28,Nottingham,Bedford Blues,English Championship 2026,0.0,England
2025-11-28,Ulster,Benetton Rugby,URC 2026,0.0,Northern Ireland
2025-11-28,Dragons,Leinster,URC 2026,0.0,Wales
2025-11-28,RC Vannes,Agen,Pro D2 2026,0.0,France
2025-11-29,Bulls,Lions,URC 2026,0.0,South Africa
2025-11-29,Zebre Rugby,Cardiff Rugby,URC 2026,0.0,Italy
2025-11-29,Montpellier Herault Rugby Club,Union Bordeaux-Begles,Top 14 2026,0.0,France
2025-11-29,Ampthill,Hartpury University RFC,English Championship 2026,0.0,England
2025-11-29,Caldy,Chinnor,English Championship 2026,0.0,England
2025-11-29,Cambridge,Worcester Warriors,English Championship 2026,0.0,England
2025-11-29,Cornish Pirates,Richmond,English Championship 2026,0.0,England
2025-11-29,Doncaster Knights,Coventry,English Championship 2026,0.0,England
2025-11-29,London Scottish,Ealing Trailfinders,English Championship 2026,0.0,England
2025-11-29,Gloucester Rugby,Harlequins,English Premiership 2026,0.0,England
2025-11-29,Wales,South Africa,Autumn Nations Series 2025,0.0,Wales
2025-11-29,ASM Clermont Auvergne,Stade Francais Paris,Top 14 2026,0.0,France
2025-11-29,Castres Olympique,USA Perpignan,Top 14 2026,0.0,France
2025-11-29,Aviron Bayonnais,Lyon Olympique Universitaire,Top 14 2026,0.0,France
2025-11-29,RC Toulonnais,US Montauban,Top 14 2026,0.0,France
2025-11-29,Edinburgh Rugby,Ospreys,URC 2026,0.0,Scotland
2025-11-29,Munster,Stormers,URC 2026,0.0,Ireland
2025-11-29,Bristol Bears,Northampton Saints,English Premiership 2026,0.0,England
2025-11-29,Scarlets,Glasgow Warriors,URC 2026,0.0,Wales
2025-11-29,Connacht,Sharks,URC 2026,0.0,Ireland
2025-11-29,Stade Toulousain,Racing 92,Top 14 2026,0.0,France
2025-11-30,Saracens,Bath Rugby,English Premiership 2026,0.0,England
2025-11-30,Section Paloise,Stade Rochelais,Top 14 2026,0.0,France
2025-12-04,Colomiers,FC Grenoble,Pro D2 2026,0.0,France
2025-12-05,Carcassonne,RC Vannes,Pro D2 2026,0.0,France
2025-12-05,USON Nevers,US Dax,Pro D2 2026,0.0,France
2025-12-05,Aurillac,CA Brive,Pro D2 2026,0.0,France
2025-12-05,Mont-de-Marsan,Oyonnax Rugby,Pro D2 2026,0.0,France
2025-12-05,Biarritz Olympique,Valence Romans,Pro D2 2026,0.0,France
2025-12-05,Beziers,Soyaux Angouleme,Pro D2 2026,0.0,France
2025-12-05,Chinnor,Nottingham,English Championship 2026,0.0,England
2025-12-05,Ulster,Racing 92,EPCR Challenge Cup 2026,0.0,Northern Ireland
2025-12-05,Sale Sharks,Glasgow Warriors,EPCR Champions Cup 2026,0.0,England
2025-12-05,Aviron Bayonnais,Stormers,EPCR Champions Cup 2026,0.0,France
2025-12-05,Agen,Provence Rugby,Pro D2 2026,0.0,France
2025-12-06,Saracens,ASM Clermont Auvergne,EPCR Champions Cup 2026,0.0,England
2025-12-06,Lions,Benetton Rugby,EPCR Challenge Cup 2026,0.0,South Africa
2025-12-06,Stade Francais Paris,Cardiff Rugby,EPCR Challenge Cup 2026,0.0,France
2025-12-06,Luxembourg,Estonia,Rugby Europe Conference 2026,0.0,Luxembourg
2025-12-06,Hartpury University RFC,Doncaster Knights,English Championship 2026,0.0,England
2025-12-06,Bedford Blues,Cambridge,English Championship 2026,0.0,England
2025-12-06,Coventry,London Scottish,English Championship 2026,0.0,England
2025-12-06,Ealing Trailfinders,Caldy,English Championship 2026,0.0,England
2025-12-06,Worcester Warriors,Cornish Pirates,English Championship 2026,0.0,England
2025-12-06,Richmond,Ampthill,English Championship 2026,0.0,England
2025-12-06,Bulls,Union Bordeaux-Begles,EPCR Champions Cup 2026,0.0,South Africa
2025-12-06,Black Lion,Montpellier Herault Rugby Club,EPCR Challenge Cup 2026,0.0,Georgia
2025-12-06,Leinster,Harlequins,EPCR Champions Cup 2026,0.0,Ireland
2025-12-06,Stade Rochelais,Leicester Tigers,EPCR Champions Cup 2026,0.0,France
2025-12-06,Lyon Olympique Universitaire,Newcastle Red Bulls,EPCR Challenge Cup 2026,0.0,France
2025-12-06,Zebre Rugby,US Montauban,EPCR Challenge Cup 2026,0.0,Italy
2025-12-06,Scarlets,Bristol Bears,EPCR Champions Cup 2026,0.0,Wales
2025-12-06,Bath Rugby,Munster,EPCR Champions Cup 2026,0.0,England
2025-12-07,Section Paloise,Northampton Saints,EPCR Champions Cup 2026,0.0,France
2025-12-07,USA Perpignan,Dragons,EPCR Challenge Cup 2026,0.0,France
2025-12-07,Stade Toulousain,Sharks,EPCR Champions Cup 2026,0.0,France
2025-12-07,Gloucester Rugby,Castres Olympique,EPCR Champions Cup 2026,0.0,England
2025-12-07,Ospreys,Connacht,EPCR Challenge Cup 2026,0.0,Wales
2025-12-07,Exeter Chiefs,Cheetahs,EPCR Challenge Cup 2026,0.0,England
2025-12-07,Edinburgh Rugby,RC Toulonnais,EPCR Champions Cup 2026,0.0,Scotland
2025-12-11,Soyaux Angouleme,Agen,Pro D2 2026,0.0,France
2025-12-12,Valence Romans,FC Grenoble,Pro D2 2026,0.0,France
2025-12-12,Aurillac,Mont-de-Marsan,Pro D2 2026,0.0,France
2025-12-12,US Dax,Colomiers,Pro D2 2026,0.0,France
2025-12-12,CA Brive,Carcassonne,Pro D2 2026,0.0,France
2025-12-12,Oyonnax Rugby,USON Nevers,Pro D2 2026,0.0,France
2025-12-12,Provence Rugby,Beziers,Pro D2 2026,0.0,France
2025-12-12,Cornish Pirates,Bedford Blues,English Championship 2026,0.0,England
2025-12-12,Nottingham,Ealing Trailfinders,English Championship 2026,0.0,England
2025-12-12,Montpellier Herault Rugby Club,Zebre Rugby,EPCR Challenge Cup 2026,0.0,France
2025-12-12,Leicester Tigers,Leinster,EPCR Champions Cup 2026,0.0,England
2025-12-12,RC Vannes,Biarritz Olympique,Pro D2 2026,0.0,France
2025-12-13,Toyota Industries Shuttles,Hanazono Kinetsu Liners,Japan Rugby League One D2 2026,0.0,Japan
2025-12-13,Black Rams Tokyo,Tokyo Sungoliath,Japan League One 2026,0.0,Japan
2025-12-13,Urayasu D-Rocks,Mitsubishi Sagamihara Dynaboars,Japan League One 2026,0.0,Japan
2025-12-13,Toyota Verblitz,Mie Honda Heat,Japan League One 2026,0.0,Japan
2025-12-13,NEC Green Rockets,Red Hurricanes Osaka,Japan Rugby League One D2 2026,0.0,Japan
2025-12-13,Shimizu Blue Sharks,Kamaishi Seawaves,Japan Rugby League One D2 2026,0.0,Japan
2025-12-13,Kobelco Kobe Steelers,Kubota Spears,Japan League One 2026,0.0,Japan
2025-12-13,Stormers,Stade Rochelais,EPCR Champions Cup 2026,0.0,South Africa
2025-12-13,Benetton Rugby,USA Perpignan,EPCR Challenge Cup 2026,0.0,Italy
2025-12-13,Cheetahs,Stade Francais Paris,EPCR Challenge Cup 2026,0.0,Netherlands
2025-12-13,Caldy,Coventry,English Championship 2026,0.0,England
2025-12-13,Cambridge,Chinnor,English Championship 2026,0.0,England
2025-12-13,Doncaster Knights,Ampthill,English Championship 2026,0.0,England
2025-12-13,Worcester Warriors,Richmond,English Championship 2026,0.0,England
2025-12-13,London Scottish,Hartpury University RFC,English Championship 2026,0.0,England
2025-12-13,Sharks,Saracens,EPCR Champions Cup 2026,0.0,South Africa
2025-12-13,ASM Clermont Auvergne,Sale Sharks,EPCR Champions Cup 2026,0.0,France
2025-12-13,US Montauban,Ospreys,EPCR Challenge Cup 2026,0.0,France
2025-12-13,Newcastle Red Bulls,Lions,EPCR Challenge Cup 2026,0.0,England
2025-12-13,Union Bordeaux-Begles,Scarlets,EPCR Champions Cup 2026,0.0,France
2025-12-13,Munster,Gloucester Rugby,EPCR Champions Cup 2026,0.0,Ireland
2025-12-13,Glasgow Warriors,Stade Toulousain,EPCR Champions Cup 2026,0.0,Scotland
2025-12-13,Cardiff Rugby,Ulster,EPCR Challenge Cup 2026,0.0,Wales
2025-12-13,Connacht,Black Lion,EPCR Challenge Cup 2026,0.0,Ireland
2025-12-14,Hino Red Dolphins,Kyushudenryoku Kyuden Voltex,Japan Rugby League One D2 2026,0.0,Japan
2025-12-14,Yokohama Canon Eagles,Shizuoka Blue Revs,Japan League One 2026,0.0,Japan
2025-12-14,Toshiba Brave Lupus,Saitama Wild Knights,Japan League One 2026,0.0,Japan
2025-12-14,Harlequins,Aviron Bayonnais,EPCR Champions Cup 2026,0.0,England
2025-12-14,Castres Olympique,Edinburgh Rugby,EPCR Champions Cup 2026,0.0,France
2025-12-14,Racing 92,Exeter Chiefs,EPCR Challenge Cup 2026,0.0,France
2025-12-14,RC Toulonnais,Bath Rugby,EPCR Champions Cup 2026,0.0,France
2025-12-14,Northampton Saints,Bulls,EPCR Champions Cup 2026,0.0,England
2025-12-14,Dragons,Lyon Olympique Universitaire,EPCR Challenge Cup 2026,0.0,Wales
2025-12-14,Bristol Bears,Section Paloise,EPCR Champions Cup 2026,0.0,England
2025-12-18,Beziers,RC Vannes,Pro D2 2026,0.0,France
2025-12-19,Egypt,Libya,Men's Internationals 2025,0.0,Egypt
2025-12-19,Colomiers,Valence Romans,Pro D2 2026,0.0,France
2025-12-19,FC Grenoble,US Dax,Pro D2 2026,0.0,France
2025-12-19,Mont-de-Marsan,Provence Rugby,Pro D2 2026,0.0,France
2025-12-19,Agen,Aurillac,Pro D2 2026,0.0,France
2025-12-19,USON Nevers,CA Brive,Pro D2 2026,0.0,France
2025-12-19,Carcassonne,Soyaux Angouleme,Pro D2 2026,0.0,France
2025-12-19,Leicester Tigers,Gloucester Rugby,English Premiership 2026,0.0,England
2025-12-19,Cardiff Rugby,Scarlets,URC 2026,0.0,Wales
2025-12-19,Leinster,Ulster,URC 2026,0.0,Ireland
2025-12-19,Richmond,Doncaster Knights,English Championship 2026,0.0,England
2025-12-19,Biarritz Olympique,Oyonnax Rugby,Pro D2 2026,0.0,France
2025-12-20,Kubota Spears,Black Rams Tokyo,Japan League One 2026,0.0,Japan
2025-12-20,Kyushudenryoku Kyuden Voltex,Shimizu Blue Sharks,Japan Rugby League One D2 2026,0.0,Japan
2025-12-20,Hanazono Kinetsu Liners,NEC Green Rockets,Japan Rugby League One D2 2026,0.0,Japan
2025-12-20,Tokyo Sungoliath,Toyota Verblitz,Japan League One 2026,0.0,Japan
2025-12-20,Stormers,Lions,URC 2026,0.0,South Africa
2025-12-20,Ampthill,London Scottish,English Championship 2026,0.0,England
2025-12-20,Stade Francais Paris,Racing 92,Top 14 2026,0.0,France
2025-12-20,Benetton Rugby,Zebre Rugby,URC 2026,0.0,Italy
2025-12-20,Hartpury University RFC,Caldy,English Championship 2026,0.0,England
2025-12-20,Northampton Saints,Sale Sharks,English Premiership 2026,0.0,England
2025-12-20,Saracens,Exeter Chiefs,English Premiership 2026,0.0,England
2025-12-20,Chinnor,Cornish Pirates,English Championship 2026,0.0,England
2025-12-20,Bedford Blues,Worcester Warriors,English Championship 2026,0.0,England
2025-12-20,Coventry,Nottingham,English Championship 2026,0.0,England
2025-12-20,Ealing Trailfinders,Cambridge,English Championship 2026,0.0,England
2025-12-20,Glasgow Warriors,Edinburgh Rugby,URC 2026,0.0,Scotland
2025-12-20,Montpellier Herault Rugby Club,Castres Olympique,Top 14 2026,0.0,France
2025-12-20,Stade Rochelais,Aviron Bayonnais,Top 14 2026,0.0,France
2025-12-20,US Montauban,Section Paloise,Top 14 2026,0.0,France
2025-12-20,USA Perpignan,ASM Clermont Auvergne,Top 14 2026,0.0,France
2025-12-20,Sharks,Bulls,URC 2026,0.0,South Africa
2025-12-20,Ospreys,Munster,URC 2026,0.0,Wales
2025-12-20,Harlequins,Bristol Bears,English Premiership 2026,0.0,England
2025-12-20,Dragons,Connacht,URC 2026,0.0,Wales
2025-12-20,Lyon Olympique Universitaire,Stade Toulousain,Top 14 2026,0.0,France
2025-12-21,Mie Honda Heat,Kobelco Kobe Steelers,Japan League One 2026,0.0,Japan
2025-12-21,Kamaishi Seawaves,Hino Red Dolphins,Japan Rugby League One D2 2026,0.0,Japan
2025-12-21,Mitsubishi Sagamihara Dynaboars,Yokohama Canon Eagles,Japan League One 2026,0.0,Japan
2025-12-21,Saitama Wild Knights,Urayasu D-Rocks,Japan League One 2026,0.0,Japan
2025-12-21,Shizuoka Blue Revs,Toshiba Brave Lupus,Japan League One 2026,0.0,Japan
2025-12-21,Red Hurricanes Osaka,Toyota Industries Shuttles,Japan Rugby League One D2 2026,0.0,Japan
2025-12-21,Newcastle Red Bulls,Bath Rugby,English Premiership 2026,0.0,England
2025-12-21,Union Bordeaux-Begles,RC Toulonnais,Top 14 2026,0.0,France
2025-12-26,Lions,Sharks,URC 2026,0.0,South Africa
2025-12-26,Cambridge,Coventry,English Championship 2026,0.0,England
2025-12-26,Bedford Blues,Richmond,English Championship 2026,0.0,England
2025-12-26,Nottingham,Hartpury University RFC,English Championship 2026,0.0,England
2025-12-26,Cardiff Rugby,Dragons,URC 2026,0.0,Wales
2025-12-26,Scarlets,Ospreys,URC 2026,0.0,Wales
2025-12-26,Sale Sharks,Harlequins,English Premiership 2026,0.0,England
2025-12-27,Kamaishi Seawaves,Kyushudenryoku Kyuden Voltex,Japan Rugby League One D2 2026,0.0,Japan
2025-12-27,Black Rams Tokyo,Mie Honda Heat,Japan League One 2026,0.0,Japan
2025-12-27,Kubota Spears,Tokyo Sungoliath,Japan League One 2026,0.0,Japan
2025-12-27,Kobelco Kobe Steelers,Toyota Verblitz,Japan League One 2026,0.0,Japan
2025-12-27,Racing 92,US Montauban,Top 14 2026,0.0,France
2025-12-27,Caldy,Ampthill,English Championship 2026,0.0,England
2025-12-27,Cornish Pirates,Ealing Trailfinders,English Championship 2026,0.0,England
2025-12-27,Zebre Rugby,Benetton Rugby,URC 2026,0.0,Italy
2025-12-27,Edinburgh Rugby,Glasgow Warriors,URC 2026,0.0,Scotland
2025-12-27,Worcester Warriors,Chinnor,English Championship 2026,0.0,England
2025-12-27,Castres Olympique,Lyon Olympique Universitaire,Top 14 2026,0.0,France
2025-12-27,Bristol Bears,Newcastle Red Bulls,English Premiership 2026,0.0,England
2025-12-27,Gloucester Rugby,Saracens,English Premiership 2026,0.0,England
2025-12-27,Aviron Bayonnais,Stade Francais Paris,Top 14 2026,0.0,France
2025-12-27,London Scottish,Doncaster Knights,English Championship 2026,0.0,England
2025-12-27,Connacht,Ulster,URC 2026,0.0,Ireland
2025-12-27,Bath Rugby,Northampton Saints,English Premiership 2026,0.0,England
2025-12-27,Munster,Leinster,URC 2026,0.0,Ireland
2025-12-27,ASM Clermont Auvergne,Union Bordeaux-Begles,Top 14 2026,0.0,France
2025-12-28,Shizuoka Blue Revs,Urayasu D-Rocks,Japan League One 2026,0.0,Japan
2025-12-28,Yokohama Canon Eagles,Toshiba Brave Lupus,Japan League One 2026,0.0,Japan
2025-12-28,Mitsubishi Sagamihara Dynaboars,Saitama Wild Knights,Japan League One 2026,0.0,Japan
2025-12-28,Section Paloise,Montpellier Herault Rugby Club,Top 14 2026,0.0,France
2025-12-28,Exeter Chiefs,Leicester Tigers,English Premiership 2026,0.0,England
2025-12-28,RC Toulonnais,USA Perpignan,Top 14 2026,0.0,France
2025-12-28,Stade Toulousain,Stade Rochelais,Top 14 2026,0.0,France
2026-01-17,Sharks,ASM Clermont Auvergne,EPCR Champions Cup 2026,0.0,South Africa
2026-01-17,Ulster,Stade Francais Paris,EPCR Challenge Cup 2026,0.0,Northern Ireland
2026-01-17,Black Lion,Zebre Rugby,EPCR Challenge Cup 2026,0.0,Georgia
2026-01-17,Chinnor,Bedford Blues,English Championship 2026,0.0,England
2026-01-17,Stormers,Leicester Tigers,EPCR Champions Cup 2026,0.0,South Africa
2026-01-17,Aviron Bayonnais,Leinster,EPCR Champions Cup 2026,0.0,France
2026-01-17,Munster,Castres Olympique,EPCR Champions Cup 2026,0.0,Ireland
2026-01-17,Stade Toulousain,Sale Sharks,EPCR Champions Cup 2026,0.0,France
2026-01-17,USA Perpignan,Lions,EPCR Challenge Cup 2026,0.0,France
2026-01-17,Connacht,US Montauban,EPCR Challenge Cup 2026,0.0,Ireland
2026-01-17,Ospreys,Montpellier Herault Rugby Club,EPCR Challenge Cup 2026,0.0,Wales
2026-01-17,Gloucester Rugby,RC Toulonnais,EPCR Champions Cup 2026,0.0,England
2026-01-17,RC Vannes,CA Brive,Pro D2 2026,0.0,France
2026-01-18,Hino Red Dolphins,Shimizu Blue Sharks,Japan Rugby League One D2 2026,0.0,
2026-01-18,Exeter Chiefs,Cardiff Rugby,EPCR Challenge Cup 2026,0.0,England
2026-01-18,Lyon Olympique Universitaire,Benetton Rugby,EPCR Challenge Cup 2026,0.0,France
2026-01-18,Bristol Bears,Union Bordeaux-Begles,EPCR Champions Cup 2026,0.0,England
2026-01-18,Northampton Saints,Scarlets,EPCR Champions Cup 2026,0.0,England
2026-01-18,Stade Rochelais,Harlequins,EPCR Champions Cup 2026,0.0,France
2026-01-18,Glasgow Warriors,Saracens,EPCR Champions Cup 2026,0.0,Scotland
2026-01-18,Racing 92,Cheetahs,EPCR Challenge Cup 2026,0.0,France
2026-01-22,Agen,Colomiers,Pro D2 2026,0.0,France
2026-01-23,Gloucester Rugby,Bath Rugby,English Premiership 2026,0.0,England
2026-01-23,Provence Rugby,Aurillac,Pro D2 2026,0.0,France
2026-01-23,Soyaux Angouleme,Oyonnax Rugby,Pro D2 2026,0.0,France
2026-01-23,CA Brive,Beziers,Pro D2 2026,0.0,France
2026-01-23,US Dax,Biarritz Olympique,Pro D2 2026,0.0,France
2026-01-23,USON Nevers,Mont-de-Marsan,Pro D2 2026,0.0,France
2026-01-23,Valence Romans,Carcassonne,Pro D2 2026,0.0,France
2026-01-23,Munster,Dragons,URC 2026,0.0,Ireland
2026-01-23,Chinnor,Ealing Trailfinders,English Championship 2026,0.0,England
2026-01-23,Nottingham,London Scottish,English Championship 2026,0.0,England
2026-01-23,Edinburgh Rugby,Bulls,URC 2026,0.0,Scotland
2026-01-23,Ospreys,Lions,URC 2026,0.0,Wales
2026-01-23,FC Grenoble,RC Vannes,Pro D2 2026,0.0,France
2026-01-24,Kyushudenryoku Kyuden Voltex,NEC Green Rockets,Japan Rugby League One D2 2026,0.0,Japan
2026-01-24,Toshiba Brave Lupus,Kubota Spears,Japan League One 2026,0.0,Japan
2026-01-24,Mie Honda Heat,Urayasu D-Rocks,Japan League One 2026,0.0,Japan
2026-01-24,Saitama Wild Knights,Tokyo Sungoliath,Japan League One 2026,0.0,Japan
2026-01-24,Mitsubishi Sagamihara Dynaboars,Black Rams Tokyo,Japan League One 2026,0.0,Japan
2026-01-24,Yokohama Canon Eagles,Kobelco Kobe Steelers,Japan League One 2026,0.0,Japan
2026-01-24,Union Bordeaux-Begles,Stade Francais Paris,Top 14 2026,0.0,France
2026-01-24,Worcester Warriors,Hartpury University RFC,English Championship 2026,0.0,England
2026-01-24,Cambridge,Doncaster Knights,English Championship 2026,0.0,England
2026-01-24,Cornish Pirates,Ampthill,English Championship 2026,0.0,England
2026-01-24,Richmond,Caldy,English Championship 2026,0.0,England
2026-01-24,Bedford Blues,Coventry,English Championship 2026,0.0,England
2026-01-24,Scarlets,Ulster,URC 2026,0.0,Wales
2026-01-24,Harlequins,Leicester Tigers,English Premiership 2026,0.0,England
2026-01-24,Sale Sharks,Northampton Saints,English Premiership 2026,0.0,England
2026-01-24,Saracens,Newcastle Red Bulls,English Premiership 2026,0.0,England
2026-01-24,Exeter Chiefs,Bristol Bears,English Premiership 2026,0.0,England
2026-01-24,Aviron Bayonnais,Castres Olympique,Top 14 2026,0.0,France
2026-01-24,Racing 92,Lyon Olympique Universitaire,Top 14 2026,0.0,France
2026-01-24,USA Perpignan,US Montauban,Top 14 2026,0.0,France
2026-01-24,Connacht,Leinster,URC 2026,0.0,Ireland
2026-01-24,Stormers,Sharks,URC 2026,0.0,South Africa
2026-01-24,Cardiff Rugby,Benetton Rugby,URC 2026,0.0,Wales
2026-01-24,Zebre Rugby,Glasgow Warriors,URC 2026,0.0,Italy
2026-01-24,Stade Toulousain,Section Paloise,Top 14 2026,0.0,France
2026-01-25,Shizuoka Blue Revs,Toyota Verblitz,Japan League One 2026,0.0,Japan
2026-01-25,RC Toulonnais,Montpellier Herault Rugby Club,Top 14 2026,0.0,France
2026-01-25,ASM Clermont Auvergne,Stade Rochelais,Top 14 2026,0.0,France
2026-01-29,Oyonnax Rugby,RC Vannes,Pro D2 2026,0.0,France
2026-01-30,Beziers,US Dax,Pro D2 2026,0.0,France
2026-01-30,Colomiers,Soyaux Angouleme,Pro D2 2026,0.0,France
2026-01-30,Mont-de-Marsan,CA Brive,Pro D2 2026,0.0,France
2026-01-30,Carcassonne,Provence Rugby,Pro D2 2026,0.0,France
2026-01-30,Agen,USON Nevers,Pro D2 2026,0.0,France
2026-01-30,Biarritz Olympique,FC Grenoble,Pro D2 2026,0.0,France
2026-01-30,Aurillac,Valence Romans,Pro D2 2026,0.0,France
2026-01-30,Glasgow Warriors,Munster,URC 2026,0.0,Scotland
2026-01-30,Benetton Rugby,Scarlets,URC 2026,0.0,Italy
2026-01-30,Newcastle Red Bulls,Saracens,Premiership Rugby Cup 2026,0.0,England
2026-01-31,Hino Red Dolphins,Toyota Industries Shuttles,Japan Rugby League One D2 2026,0.0,Japan
2026-01-31,Lions,Bulls,URC 2026,0.0,South Africa
2026-01-31,Ampthill,Worcester Warriors,English Championship 2026,0.0,England
2026-01-31,Montpellier Herault Rugby Club,Stade Francais Paris,Top 14 2026,0.0,France
2026-01-31,Caldy,Nottingham,English Championship 2026,0.0,England
2026-01-31,Doncaster Knights,Cornish Pirates,English Championship 2026,0.0,England
2026-01-31,Hartpury University RFC,Bedford Blues,English Championship 2026,0.0,England
2026-01-31,Ealing Trailfinders,Richmond,English Championship 2026,0.0,England
2026-01-31,London Scottish,Cambridge,English Championship 2026,0.0,England
2026-01-31,Coventry,Chinnor,English Championship 2026,0.0,England
2026-01-31,Sharks,Stormers,URC 2026,0.0,South Africa
2026-01-31,Zebre Rugby,Connacht,URC 2026,0.0,Italy
2026-01-31,Northampton Saints,Leicester Tigers,Premiership Rugby Cup 2026,0.0,England
2026-01-31,Exeter Chiefs,Sale Sharks,Premiership Rugby Cup 2026,0.0,England
2026-01-31,US Montauban,Union Bordeaux-Begles,Top 14 2026,0.0,France
2026-01-31,Stade Rochelais,Lyon Olympique Universitaire,Top 14 2026,0.0,France
2026-01-31,Racing 92,USA Perpignan,Top 14 2026,0.0,France
2026-01-31,Castres Olympique,ASM Clermont Auvergne,Top 14 2026,0.0,France
2026-01-31,Leinster,Edinburgh Rugby,URC 2026,0.0,Ireland
2026-01-31,Ospreys,Dragons,URC 2026,0.0,Wales
2026-01-31,Ulster,Cardiff Rugby,URC 2026,0.0,Northern Ireland
2026-01-31,Stade Toulousain,Aviron Bayonnais,Top 14 2026,0.0,France
2026-02-01,Bristol Bears,Gloucester Rugby,Premiership Rugby Cup 2026,0.0,England
2026-02-01,Section Paloise,RC Toulonnais,Top 14 2026,0.0,France
2026-02-05,France,Ireland,Six Nations 2026,0.0,France
2026-02-06,Italy XV,Scotland A,Men's Internationals 2026,0.0,Italy
2026-02-06,Ireland XV,England A,Men's Internationals 2026,0.0,Ireland
2026-02-06,Bedford Blues,Ampthill,English Championship 2026,0.0,England
2026-02-06,Richmond,Nottingham,English Championship 2026,0.0,England
2026-02-06,Leicester Tigers,Newcastle Red Bulls,Premiership Rugby Cup 2026,0.0,England
2026-02-07,Kobelco Kobe Steelers,Shizuoka Blue Revs,Japan League One 2026,0.0,Japan
2026-02-07,Black Rams Tokyo,Saitama Wild Knights,Japan League One 2026,0.0,Japan
2026-02-07,Mie Honda Heat,Toshiba Brave Lupus,Japan League One 2026,0.0,Japan
2026-02-07,Shimizu Blue Sharks,Hanazono Kinetsu Liners,Japan Rugby League One D2 2026,0.0,Japan
2026-02-07,Kubota Spears,Urayasu D-Rocks,Japan League One 2026,0.0,Japan
2026-02-07,Toyota Verblitz,Yokohama Canon Eagles,Japan League One 2026,0.0,Japan
2026-02-07,Netherlands,Spain,Rugby Europe International Championship 2026,0.0,Netherlands
2026-02-07,Cambridge,Caldy,English Championship 2026,0.0,England
2026-02-07,Bristol Bears,Exeter Chiefs,Premiership Rugby Cup 2026,0.0,England
2026-02-07,Italy,Scotland,Six Nations 2026,0.0,Italy
2026-02-07,Chinnor,Hartpury University RFC,English Championship 2026,0.0,England
